qid,metric,value,Method
25645,nDCG@20,0.3584621982302271,Dense
25724,AP,0.4453416149068323,Dense
25724,RR,1.0,Dense
25724,P@1,1.0,Dense
25724,P@5,0.4,Dense
25724,P@10,0.4,Dense
25724,nDCG@10,0.5277297924454731,Dense
25724,nDCG@20,0.5277297924454731,Dense
25726,AP,0.0,Dense
25726,RR,0.0,Dense
25726,P@1,0.0,Dense
25726,P@5,0.0,Dense
25726,P@10,0.0,Dense
25726,nDCG@10,0.0,Dense
25726,nDCG@20,0.0,Dense
25779,AP,0.0,Dense
25779,RR,0.0,Dense
25779,P@1,0.0,Dense
25779,P@5,0.0,Dense
25779,P@10,0.0,Dense
25779,nDCG@10,0.0,Dense
25779,nDCG@20,0.0,Dense
25783,AP,0.5324263038548753,Dense
25783,RR,1.0,Dense
25783,P@1,1.0,Dense
25783,P@5,0.6,Dense
25783,P@10,0.5,Dense
25783,nDCG@10,0.45728044627554815,Dense
25783,nDCG@20,0.49148841750859107,Dense
25829,AP,0.014705882352941176,Dense
25829,RR,0.058823529411764705,Dense
25829,P@1,0.0,Dense
25829,P@5,0.0,Dense
25829,P@10,0.0,Dense
25829,nDCG@10,0.0,Dense
25829,nDCG@20,0.04311928121665388,Dense
25862,AP,0.5,Dense
25862,RR,1.0,Dense
25862,P@1,1.0,Dense
25862,P@5,0.2,Dense
25862,P@10,0.1,Dense
25862,nDCG@10,0.6131471927654584,Dense
25862,nDCG@20,0.6131471927654584,Dense
25884,AP,0.0,Dense
25884,RR,0.0,Dense
25884,P@1,0.0,Dense
25884,P@5,0.0,Dense
25884,P@10,0.0,Dense
25884,nDCG@10,0.0,Dense
25884,nDCG@20,0.0,Dense
25894,AP,0.0,Dense
25894,RR,0.0,Dense
25894,P@1,0.0,Dense
25894,P@5,0.0,Dense
25894,P@10,0.0,Dense
25894,nDCG@10,0.0,Dense
25894,nDCG@20,0.0,Dense
25903,AP,0.48421717171717177,Dense
25903,RR,1.0,Dense
25903,P@1,1.0,Dense
25903,P@5,0.4,Dense
25903,P@10,0.3,Dense
25903,nDCG@10,0.7349890729511955,Dense
25903,nDCG@20,0.774462918094848,Dense
25946,AP,0.0,Dense
25946,RR,0.0,Dense
25946,P@1,0.0,Dense
25946,P@5,0.0,Dense
25946,P@10,0.0,Dense
25946,nDCG@10,0.0,Dense
25946,nDCG@20,0.0,Dense
26009,AP,0.33055555555555555,Dense
26009,RR,1.0,Dense
26009,P@1,1.0,Dense
26009,P@5,0.4,Dense
26009,P@10,0.3,Dense
26009,nDCG@10,0.24336521164208028,Dense
26009,nDCG@20,0.31391445932528134,Dense
26016,AP,0.1962674543501611,Dense
26016,RR,0.2,Dense
26016,P@1,0.0,Dense
26016,P@5,0.2,Dense
26016,P@10,0.3,Dense
26016,nDCG@10,0.19127467704887016,Dense
26016,nDCG@20,0.2967578275289008,Dense
26284,AP,0.0,Dense
26284,RR,0.0,Dense
26284,P@1,0.0,Dense
26284,P@5,0.0,Dense
26284,P@10,0.0,Dense
26284,nDCG@10,0.0,Dense
26284,nDCG@20,0.0,Dense
26298,AP,0.25,Dense
26298,RR,1.0,Dense
26298,P@1,1.0,Dense
26298,P@5,0.4,Dense
26298,P@10,0.2,Dense
26298,nDCG@10,0.2634042760713053,Dense
26298,nDCG@20,0.2634042760713053,Dense
26323,AP,0.0,Dense
26323,RR,0.0,Dense
26323,P@1,0.0,Dense
26323,P@5,0.0,Dense
26323,P@10,0.0,Dense
26323,nDCG@10,0.0,Dense
26323,nDCG@20,0.0,Dense
26339,AP,1.0,Dense
26339,RR,1.0,Dense
26339,P@1,1.0,Dense
26339,P@5,0.6,Dense
26339,P@10,0.3,Dense
26339,nDCG@10,1.0,Dense
26339,nDCG@20,1.0,Dense
26371,AP,0.10714285714285714,Dense
26371,RR,0.5,Dense
26371,P@1,0.0,Dense
26371,P@5,0.2,Dense
26371,P@10,0.2,Dense
26371,nDCG@10,0.1690497131007875,Dense
26371,nDCG@20,0.1690497131007875,Dense
26393,AP,0.7523809523809524,Dense
26393,RR,1.0,Dense
26393,P@1,1.0,Dense
26393,P@5,0.8,Dense
26393,P@10,0.5,Dense
26393,nDCG@10,0.9297470041326719,Dense
26393,nDCG@20,0.9297470041326719,Dense
26489,AP,0.5833333333333334,Dense
26489,RR,1.0,Dense
26489,P@1,1.0,Dense
26489,P@5,0.6,Dense
26489,P@10,0.4,Dense
26489,nDCG@10,0.714881053532153,Dense
26489,nDCG@20,0.714881053532153,Dense
26495,AP,0.5138888888888888,Dense
26495,RR,1.0,Dense
26495,P@1,1.0,Dense
26495,P@5,0.8,Dense
26495,P@10,0.5,Dense
26495,nDCG@10,0.42148619457509945,Dense
26495,nDCG@20,0.42148619457509945,Dense
26567,AP,0.0,Dense
26567,RR,0.0,Dense
26567,P@1,0.0,Dense
26567,P@5,0.0,Dense
26567,P@10,0.0,Dense
26567,nDCG@10,0.0,Dense
26567,nDCG@20,0.0,Dense
26583,AP,0.0,Dense
26583,RR,0.0,Dense
26583,P@1,0.0,Dense
26583,P@5,0.0,Dense
26583,P@10,0.0,Dense
26583,nDCG@10,0.0,Dense
26583,nDCG@20,0.0,Dense
26600,AP,0.1,Dense
26600,RR,1.0,Dense
26600,P@1,1.0,Dense
26600,P@5,0.2,Dense
26600,P@10,0.1,Dense
26600,nDCG@10,0.3907740053603473,Dense
26600,nDCG@20,0.3907740053603473,Dense
26687,AP,0.25,Dense
26687,RR,1.0,Dense
26687,P@1,1.0,Dense
26687,P@5,0.4,Dense
26687,P@10,0.2,Dense
26687,nDCG@10,0.17735969501821985,Dense
26687,nDCG@20,0.17735969501821985,Dense
26700,AP,0.0,Dense
26700,RR,0.0,Dense
26700,P@1,0.0,Dense
26700,P@5,0.0,Dense
26700,P@10,0.0,Dense
26700,nDCG@10,0.0,Dense
26700,nDCG@20,0.0,Dense
26704,AP,0.8,Dense
26704,RR,1.0,Dense
26704,P@1,1.0,Dense
26704,P@5,0.8,Dense
26704,P@10,0.4,Dense
26704,nDCG@10,0.9125189821822365,Dense
26704,nDCG@20,0.9125189821822365,Dense
26711,AP,0.5,Dense
26711,RR,1.0,Dense
26711,P@1,1.0,Dense
26711,P@5,0.2,Dense
26711,P@10,0.1,Dense
26711,nDCG@10,0.6131471927654584,Dense
26711,nDCG@20,0.6131471927654584,Dense
26730,AP,0.0,Dense
26730,RR,0.0,Dense
26730,P@1,0.0,Dense
26730,P@5,0.0,Dense
26730,P@10,0.0,Dense
26730,nDCG@10,0.0,Dense
26730,nDCG@20,0.0,Dense
26731,AP,0.525,Dense
26731,RR,1.0,Dense
26731,P@1,1.0,Dense
26731,P@5,0.6,Dense
26731,P@10,0.3,Dense
26731,nDCG@10,0.7520023465647097,Dense
26731,nDCG@20,0.7520023465647097,Dense
26742,AP,0.0,Dense
26742,RR,0.0,Dense
26742,P@1,0.0,Dense
26742,P@5,0.0,Dense
26742,P@10,0.0,Dense
26742,nDCG@10,0.0,Dense
26742,nDCG@20,0.0,Dense
26775,AP,0.27714646464646464,Dense
26775,RR,1.0,Dense
26775,P@1,1.0,Dense
26775,P@5,0.2,Dense
26775,P@10,0.2,Dense
26775,nDCG@10,0.17578097601879344,Dense
26775,nDCG@20,0.3746515330045888,Dense
26878,AP,0.1988893459481695,Dense
26878,RR,0.3333333333333333,Dense
26878,P@1,0.0,Dense
26878,P@5,0.2,Dense
26878,P@10,0.1,Dense
26878,nDCG@10,0.19824157573043932,Dense
26878,nDCG@20,0.3003624400631512,Dense
27075,AP,0.3349368733000447,Dense
27075,RR,0.5,Dense
27075,P@1,0.0,Dense
27075,P@5,0.6,Dense
27075,P@10,0.4,Dense
27075,nDCG@10,0.4895473821566627,Dense
27075,nDCG@20,0.5393884364834636,Dense
27141,AP,0.17490723562152136,Dense
27141,RR,0.2,Dense
27141,P@1,0.0,Dense
27141,P@5,0.2,Dense
27141,P@10,0.3,Dense
27141,nDCG@10,0.22521790454910318,Dense
27141,nDCG@20,0.2629136147146723,Dense
27324,AP,0.197078111946533,Dense
27324,RR,0.3333333333333333,Dense
27324,P@1,0.0,Dense
27324,P@5,0.2,Dense
27324,P@10,0.1,Dense
27324,nDCG@10,0.22472265763831722,Dense
27324,nDCG@20,0.44092766305446646,Dense
27335,AP,0.9484126984126983,Dense
27335,RR,1.0,Dense
27335,P@1,1.0,Dense
27335,P@5,0.8,Dense
27335,P@10,0.6,Dense
27335,nDCG@10,0.7376738067644317,Dense
27335,nDCG@20,0.7376738067644317,Dense
27357,AP,0.0,Dense
27357,RR,0.0,Dense
27357,P@1,0.0,Dense
27357,P@5,0.0,Dense
27357,P@10,0.0,Dense
27357,nDCG@10,0.0,Dense
27357,nDCG@20,0.0,Dense
27360,AP,0.6666666666666666,Dense
27360,RR,1.0,Dense
27360,P@1,1.0,Dense
27360,P@5,0.4,Dense
27360,P@10,0.2,Dense
27360,nDCG@10,0.7002755876478819,Dense
27360,nDCG@20,0.7002755876478819,Dense
27386,AP,0.02857142857142857,Dense
27386,RR,0.14285714285714285,Dense
27386,P@1,0.0,Dense
27386,P@5,0.0,Dense
27386,P@10,0.1,Dense
27386,nDCG@10,0.06736103609739806,Dense
27386,nDCG@20,0.06736103609739806,Dense
27387,AP,0.25,Dense
27387,RR,0.5,Dense
27387,P@1,0.0,Dense
27387,P@5,0.4,Dense
27387,P@10,0.2,Dense
27387,nDCG@10,0.3259555723751726,Dense
27387,nDCG@20,0.3259555723751726,Dense
27412,AP,1.0,Dense
27412,RR,1.0,Dense
27412,P@1,1.0,Dense
27412,P@5,0.4,Dense
27412,P@10,0.2,Dense
27412,nDCG@10,0.8597186998521972,Dense
27412,nDCG@20,0.8597186998521972,Dense
27452,AP,0.16483516483516483,Dense
27452,RR,1.0,Dense
27452,P@1,1.0,Dense
27452,P@5,0.2,Dense
27452,P@10,0.1,Dense
27452,nDCG@10,0.1595168707967605,Dense
27452,nDCG@20,0.2014139027421177,Dense
27456,AP,0.6666666666666666,Dense
27456,RR,1.0,Dense
27456,P@1,1.0,Dense
27456,P@5,0.4,Dense
27456,P@10,0.2,Dense
27456,nDCG@10,0.7653606369886217,Dense
27456,nDCG@20,0.7653606369886217,Dense
27469,AP,0.555952380952381,Dense
27469,RR,1.0,Dense
27469,P@1,1.0,Dense
27469,P@5,0.6,Dense
27469,P@10,0.5,Dense
27469,nDCG@10,0.6994152876353392,Dense
27469,nDCG@20,0.6994152876353392,Dense
27471,AP,0.01111111111111111,Dense
27471,RR,0.05555555555555555,Dense
27471,P@1,0.0,Dense
27471,P@5,0.0,Dense
27471,P@10,0.0,Dense
27471,nDCG@10,0.0,Dense
27471,nDCG@20,0.059620450985813776,Dense
27486,AP,0.09722222222222221,Dense
27486,RR,0.25,Dense
27486,P@1,0.0,Dense
27486,P@5,0.2,Dense
27486,P@10,0.2,Dense
27486,nDCG@10,0.18586664868250583,Dense
27486,nDCG@20,0.18586664868250583,Dense
27627,AP,0.0,Dense
27627,RR,0.0,Dense
27627,P@1,0.0,Dense
27627,P@5,0.0,Dense
27627,P@10,0.0,Dense
27627,nDCG@10,0.0,Dense
27627,nDCG@20,0.0,Dense
27632,AP,0.25,Dense
27632,RR,1.0,Dense
27632,P@1,1.0,Dense
27632,P@5,0.2,Dense
27632,P@10,0.1,Dense
27632,nDCG@10,0.1798041687895469,Dense
27632,nDCG@20,0.1798041687895469,Dense
27761,AP,0.42857142857142855,Dense
27761,RR,1.0,Dense
27761,P@1,1.0,Dense
27761,P@5,0.6,Dense
27761,P@10,0.3,Dense
27761,nDCG@10,0.699179470597129,Dense
27761,nDCG@20,0.699179470597129,Dense
27762,AP,0.25,Dense
27762,RR,0.5,Dense
27762,P@1,0.0,Dense
27762,P@5,0.2,Dense
27762,P@10,0.1,Dense
27762,nDCG@10,0.38685280723454163,Dense
27762,nDCG@20,0.38685280723454163,Dense
27773,AP,0.4963369963369963,Dense
27773,RR,1.0,Dense
27773,P@1,1.0,Dense
27773,P@5,0.6,Dense
27773,P@10,0.3,Dense
27773,nDCG@10,0.6034947972851513,Dense
27773,nDCG@20,0.6879431751771552,Dense
27793,AP,0.0,Dense
27793,RR,0.0,Dense
27793,P@1,0.0,Dense
27793,P@5,0.0,Dense
27793,P@10,0.0,Dense
27793,nDCG@10,0.0,Dense
27793,nDCG@20,0.0,Dense
27795,AP,0.6041666666666666,Dense
27795,RR,1.0,Dense
27795,P@1,1.0,Dense
27795,P@5,0.8,Dense
27795,P@10,0.5,Dense
27795,nDCG@10,0.8407991991699614,Dense
27795,nDCG@20,0.8407991991699614,Dense
27839,AP,0.3232323232323232,Dense
27839,RR,1.0,Dense
27839,P@1,1.0,Dense
27839,P@5,0.2,Dense
27839,P@10,0.2,Dense
27839,nDCG@10,0.5317115355084266,Dense
27839,nDCG@20,0.6592686734247601,Dense
27956,AP,0.13333333333333333,Dense
27956,RR,0.3333333333333333,Dense
27956,P@1,0.0,Dense
27956,P@5,0.2,Dense
27956,P@10,0.2,Dense
27956,nDCG@10,0.299717771668172,Dense
27956,nDCG@20,0.299717771668172,Dense
27982,AP,0.1875,Dense
27982,RR,1.0,Dense
27982,P@1,1.0,Dense
27982,P@5,0.4,Dense
27982,P@10,0.2,Dense
27982,nDCG@10,0.18543311386044012,Dense
27982,nDCG@20,0.18543311386044012,Dense
28002,AP,0.22678571428571428,Dense
28002,RR,1.0,Dense
28002,P@1,1.0,Dense
28002,P@5,0.4,Dense
28002,P@10,0.2,Dense
28002,nDCG@10,0.2919729117730761,Dense
28002,nDCG@20,0.32503442514460323,Dense
28037,AP,0.0,Dense
28037,RR,0.0,Dense
28037,P@1,0.0,Dense
28037,P@5,0.0,Dense
28037,P@10,0.0,Dense
28037,nDCG@10,0.0,Dense
28037,nDCG@20,0.0,Dense
28199,AP,0.13415750915750915,Dense
28199,RR,0.1111111111111111,Dense
28199,P@1,0.0,Dense
28199,P@5,0.0,Dense
28199,P@10,0.1,Dense
28199,nDCG@10,0.03226288448985867,Dense
28199,nDCG@20,0.13983500553214018,Dense
28225,AP,0.3333333333333333,Dense
28225,RR,0.3333333333333333,Dense
28225,P@1,0.0,Dense
28225,P@5,0.2,Dense
28225,P@10,0.1,Dense
28225,nDCG@10,0.5,Dense
28225,nDCG@20,0.5,Dense
28300,AP,0.0,Dense
28300,RR,0.0,Dense
28300,P@1,0.0,Dense
28300,P@5,0.0,Dense
28300,P@10,0.0,Dense
28300,nDCG@10,0.0,Dense
28300,nDCG@20,0.0,Dense
28336,AP,0.27944338270425223,Dense
28336,RR,1.0,Dense
28336,P@1,1.0,Dense
28336,P@5,0.2,Dense
28336,P@10,0.3,Dense
28336,nDCG@10,0.40127824247599553,Dense
28336,nDCG@20,0.43040859100559414,Dense
28352,AP,0.19047619047619047,Dense
28352,RR,1.0,Dense
28352,P@1,1.0,Dense
28352,P@5,0.2,Dense
28352,P@10,0.2,Dense
28352,nDCG@10,0.2525264638301845,Dense
28352,nDCG@20,0.2525264638301845,Dense
28369,AP,0.0,Dense
28369,RR,0.0,Dense
28369,P@1,0.0,Dense
28369,P@5,0.0,Dense
28369,P@10,0.0,Dense
28369,nDCG@10,0.0,Dense
28369,nDCG@20,0.0,Dense
28440,AP,0.541921768707483,Dense
28440,RR,1.0,Dense
28440,P@1,1.0,Dense
28440,P@5,0.6,Dense
28440,P@10,0.4,Dense
28440,nDCG@10,0.5589315702716158,Dense
28440,nDCG@20,0.5979574591890462,Dense
28644,AP,0.277281746031746,Dense
28644,RR,1.0,Dense
28644,P@1,1.0,Dense
28644,P@5,0.2,Dense
28644,P@10,0.2,Dense
28644,nDCG@10,0.22229132095562976,Dense
28644,nDCG@20,0.3310587053155725,Dense
28722,AP,0.5960227272727273,Dense
28722,RR,1.0,Dense
28722,P@1,1.0,Dense
28722,P@5,0.8,Dense
28722,P@10,0.5,Dense
28722,nDCG@10,0.5129008779519046,Dense
28722,nDCG@20,0.5906533095091034,Dense
28748,AP,0.16666666666666666,Dense
28748,RR,0.3333333333333333,Dense
28748,P@1,0.0,Dense
28748,P@5,0.2,Dense
28748,P@10,0.1,Dense
28748,nDCG@10,0.41311732856427996,Dense
28748,nDCG@20,0.41311732856427996,Dense
28763,AP,0.19047619047619047,Dense
28763,RR,1.0,Dense
28763,P@1,1.0,Dense
28763,P@5,0.2,Dense
28763,P@10,0.2,Dense
28763,nDCG@10,0.45355014476348904,Dense
28763,nDCG@20,0.45355014476348904,Dense
28827,AP,0.6428571428571428,Dense
28827,RR,1.0,Dense
28827,P@1,1.0,Dense
28827,P@5,0.2,Dense
28827,P@10,0.2,Dense
28827,nDCG@10,0.5508231047523733,Dense
28827,nDCG@20,0.5508231047523733,Dense
28829,AP,0.7709090909090909,Dense
28829,RR,1.0,Dense
28829,P@1,1.0,Dense
28829,P@5,0.6,Dense
28829,P@10,0.4,Dense
28829,nDCG@10,0.744040518185798,Dense
28829,nDCG@20,0.8004101756791588,Dense
28848,AP,0.3333333333333333,Dense
28848,RR,1.0,Dense
28848,P@1,1.0,Dense
28848,P@5,0.2,Dense
28848,P@10,0.1,Dense
28848,nDCG@10,0.46927872602275644,Dense
28848,nDCG@20,0.46927872602275644,Dense
28879,AP,0.0,Dense
28879,RR,0.0,Dense
28879,P@1,0.0,Dense
28879,P@5,0.0,Dense
28879,P@10,0.0,Dense
28879,nDCG@10,0.0,Dense
28879,nDCG@20,0.0,Dense
28882,AP,0.0,Dense
28882,RR,0.0,Dense
28882,P@1,0.0,Dense
28882,P@5,0.0,Dense
28882,P@10,0.0,Dense
28882,nDCG@10,0.0,Dense
28882,nDCG@20,0.0,Dense
28884,AP,0.18285714285714286,Dense
28884,RR,0.5,Dense
28884,P@1,0.0,Dense
28884,P@5,0.2,Dense
28884,P@10,0.2,Dense
28884,nDCG@10,0.17948445756750073,Dense
28884,nDCG@20,0.2979698955785865,Dense
28959,AP,0.0,Dense
28959,RR,0.0,Dense
28959,P@1,0.0,Dense
28959,P@5,0.0,Dense
28959,P@10,0.0,Dense
28959,nDCG@10,0.0,Dense
28959,nDCG@20,0.0,Dense
28998,AP,0.0,Dense
28998,RR,0.0,Dense
28998,P@1,0.0,Dense
28998,P@5,0.0,Dense
28998,P@10,0.0,Dense
28998,nDCG@10,0.0,Dense
28998,nDCG@20,0.0,Dense
29003,AP,0.2222222222222222,Dense
29003,RR,0.3333333333333333,Dense
29003,P@1,0.0,Dense
29003,P@5,0.2,Dense
29003,P@10,0.2,Dense
29003,nDCG@10,0.46461143402012683,Dense
29003,nDCG@20,0.46461143402012683,Dense
29018,AP,0.0,Dense
29018,RR,0.0,Dense
29018,P@1,0.0,Dense
29018,P@5,0.0,Dense
29018,P@10,0.0,Dense
29018,nDCG@10,0.0,Dense
29018,nDCG@20,0.0,Dense
29044,AP,0.3051095191040843,Dense
29044,RR,1.0,Dense
29044,P@1,1.0,Dense
29044,P@5,0.4,Dense
29044,P@10,0.3,Dense
29044,nDCG@10,0.3955488955882379,Dense
29044,nDCG@20,0.3955488955882379,Dense
29075,AP,0.0,Dense
29075,RR,0.0,Dense
29075,P@1,0.0,Dense
29075,P@5,0.0,Dense
29075,P@10,0.0,Dense
29075,nDCG@10,0.0,Dense
29075,nDCG@20,0.0,Dense
29076,AP,0.8766666666666666,Dense
29076,RR,1.0,Dense
29076,P@1,1.0,Dense
29076,P@5,0.8,Dense
29076,P@10,0.5,Dense
29076,nDCG@10,0.8928095097955894,Dense
29076,nDCG@20,0.8928095097955894,Dense
29085,AP,1.0,Dense
29085,RR,1.0,Dense
29085,P@1,1.0,Dense
29085,P@5,0.8,Dense
29085,P@10,0.4,Dense
29085,nDCG@10,0.9528252241427024,Dense
29085,nDCG@20,0.9528252241427024,Dense
29138,AP,0.0,Dense
29138,RR,0.0,Dense
29138,P@1,0.0,Dense
29138,P@5,0.0,Dense
29138,P@10,0.0,Dense
29138,nDCG@10,0.0,Dense
29138,nDCG@20,0.0,Dense
29222,AP,0.0,Dense
29222,RR,0.0,Dense
29222,P@1,0.0,Dense
29222,P@5,0.0,Dense
29222,P@10,0.0,Dense
29222,nDCG@10,0.0,Dense
29222,nDCG@20,0.0,Dense
29247,AP,0.4583333333333333,Dense
29247,RR,1.0,Dense
29247,P@1,1.0,Dense
29247,P@5,0.6,Dense
29247,P@10,0.3,Dense
29247,nDCG@10,0.49022288702311406,Dense
29247,nDCG@20,0.49022288702311406,Dense
29262,AP,0.55,Dense
29262,RR,1.0,Dense
29262,P@1,1.0,Dense
29262,P@5,0.6,Dense
29262,P@10,0.3,Dense
29262,nDCG@10,0.8652074190434369,Dense
29262,nDCG@20,0.8652074190434369,Dense
29337,AP,0.0,Dense
29337,RR,0.0,Dense
29337,P@1,0.0,Dense
29337,P@5,0.0,Dense
29337,P@10,0.0,Dense
29337,nDCG@10,0.0,Dense
29337,nDCG@20,0.0,Dense
29341,AP,0.0,Dense
29341,RR,0.0,Dense
29341,P@1,0.0,Dense
29341,P@5,0.0,Dense
29341,P@10,0.0,Dense
29341,nDCG@10,0.0,Dense
29341,nDCG@20,0.0,Dense
29350,AP,0.0,Dense
29350,RR,0.0,Dense
29350,P@1,0.0,Dense
29350,P@5,0.0,Dense
29350,P@10,0.0,Dense
29350,nDCG@10,0.0,Dense
29350,nDCG@20,0.0,Dense
29377,AP,0.0,Dense
29377,RR,0.0,Dense
29377,P@1,0.0,Dense
29377,P@5,0.0,Dense
29377,P@10,0.0,Dense
29377,nDCG@10,0.0,Dense
29377,nDCG@20,0.0,Dense
29380,AP,0.9821428571428571,Dense
29380,RR,1.0,Dense
29380,P@1,1.0,Dense
29380,P@5,1.0,Dense
29380,P@10,0.7,Dense
29380,nDCG@10,0.7730015307966689,Dense
29380,nDCG@20,0.7730015307966689,Dense
29387,AP,0.6880952380952381,Dense
29387,RR,1.0,Dense
29387,P@1,1.0,Dense
29387,P@5,0.6,Dense
29387,P@10,0.4,Dense
29387,nDCG@10,0.618187763132667,Dense
29387,nDCG@20,0.7326195982249183,Dense
29416,AP,0.5049145299145299,Dense
29416,RR,0.5,Dense
29416,P@1,0.0,Dense
29416,P@5,0.6,Dense
29416,P@10,0.5,Dense
29416,nDCG@10,0.3113763445699165,Dense
29416,nDCG@20,0.5245793345158872,Dense
29443,AP,0.2915384615384615,Dense
29443,RR,0.5,Dense
29443,P@1,0.0,Dense
29443,P@5,0.4,Dense
29443,P@10,0.2,Dense
29443,nDCG@10,0.46067715488476185,Dense
29443,nDCG@20,0.5683647555423963,Dense
29447,AP,0.23214285714285715,Dense
29447,RR,1.0,Dense
29447,P@1,1.0,Dense
29447,P@5,0.4,Dense
29447,P@10,0.2,Dense
29447,nDCG@10,0.4599982048333132,Dense
29447,nDCG@20,0.4599982048333132,Dense
29461,AP,0.0,Dense
29461,RR,0.0,Dense
29461,P@1,0.0,Dense
29461,P@5,0.0,Dense
29461,P@10,0.0,Dense
29461,nDCG@10,0.0,Dense
29461,nDCG@20,0.0,Dense
29469,AP,0.0,Dense
29469,RR,0.0,Dense
29469,P@1,0.0,Dense
29469,P@5,0.0,Dense
29469,P@10,0.0,Dense
29469,nDCG@10,0.0,Dense
29469,nDCG@20,0.0,Dense
29510,AP,0.9861111111111112,Dense
29510,RR,1.0,Dense
29510,P@1,1.0,Dense
29510,P@5,1.0,Dense
29510,P@10,0.8,Dense
29510,nDCG@10,0.7650284971406296,Dense
29510,nDCG@20,0.7650284971406296,Dense
29542,AP,0.0,Dense
29542,RR,0.0,Dense
29542,P@1,0.0,Dense
29542,P@5,0.0,Dense
29542,P@10,0.0,Dense
29542,nDCG@10,0.0,Dense
29542,nDCG@20,0.0,Dense
29588,AP,0.0,Dense
29588,RR,0.0,Dense
29588,P@1,0.0,Dense
29588,P@5,0.0,Dense
29588,P@10,0.0,Dense
29588,nDCG@10,0.0,Dense
29588,nDCG@20,0.0,Dense
29599,AP,0.0,Dense
29599,RR,0.0,Dense
29599,P@1,0.0,Dense
29599,P@5,0.0,Dense
29599,P@10,0.0,Dense
29599,nDCG@10,0.0,Dense
29599,nDCG@20,0.0,Dense
29606,AP,0.6729166666666666,Dense
29606,RR,1.0,Dense
29606,P@1,1.0,Dense
29606,P@5,0.8,Dense
29606,P@10,0.6,Dense
29606,nDCG@10,0.7975696361751476,Dense
29606,nDCG@20,0.7975696361751476,Dense
29616,AP,0.0,Dense
29616,RR,0.0,Dense
29616,P@1,0.0,Dense
29616,P@5,0.0,Dense
29616,P@10,0.0,Dense
29616,nDCG@10,0.0,Dense
29616,nDCG@20,0.0,Dense
29708,AP,1.0,Dense
29708,RR,1.0,Dense
29708,P@1,1.0,Dense
29708,P@5,0.2,Dense
29708,P@10,0.1,Dense
29708,nDCG@10,1.0,Dense
29708,nDCG@20,1.0,Dense
29776,AP,0.31410256410256404,Dense
29776,RR,0.25,Dense
29776,P@1,0.0,Dense
29776,P@5,0.2,Dense
29776,P@10,0.3,Dense
29776,nDCG@10,0.13839527629786547,Dense
29776,nDCG@20,0.4062940563639309,Dense
29887,AP,0.3010204081632653,Dense
29887,RR,1.0,Dense
29887,P@1,1.0,Dense
29887,P@5,0.4,Dense
29887,P@10,0.2,Dense
29887,nDCG@10,0.19416155975163918,Dense
29887,nDCG@20,0.19416155975163918,Dense
29918,AP,0.6333333333333334,Dense
29918,RR,0.5,Dense
29918,P@1,0.0,Dense
29918,P@5,0.8,Dense
29918,P@10,0.5,Dense
29918,nDCG@10,0.667021936447254,Dense
29918,nDCG@20,0.667021936447254,Dense
29954,AP,0.054814814814814816,Dense
29954,RR,0.2,Dense
29954,P@1,0.0,Dense
29954,P@5,0.2,Dense
29954,P@10,0.1,Dense
29954,nDCG@10,0.06503412051815856,Dense
29954,nDCG@20,0.06503412051815856,Dense
29971,AP,0.575,Dense
29971,RR,1.0,Dense
29971,P@1,1.0,Dense
29971,P@5,0.4,Dense
29971,P@10,0.3,Dense
29971,nDCG@10,0.7495275800817669,Dense
29971,nDCG@20,0.7495275800817669,Dense
30027,AP,0.0,Dense
30027,RR,0.0,Dense
30027,P@1,0.0,Dense
30027,P@5,0.0,Dense
30027,P@10,0.0,Dense
30027,nDCG@10,0.0,Dense
30027,nDCG@20,0.0,Dense
30037,AP,0.32048374905517757,Dense
30037,RR,1.0,Dense
30037,P@1,1.0,Dense
30037,P@5,0.4,Dense
30037,P@10,0.3,Dense
30037,nDCG@10,0.39326465086705514,Dense
30037,nDCG@20,0.39326465086705514,Dense
30075,AP,0.0,Dense
30075,RR,0.0,Dense
30075,P@1,0.0,Dense
30075,P@5,0.0,Dense
30075,P@10,0.0,Dense
30075,nDCG@10,0.0,Dense
30075,nDCG@20,0.0,Dense
30082,AP,0.07686274509803921,Dense
30082,RR,0.16666666666666666,Dense
30082,P@1,0.0,Dense
30082,P@5,0.0,Dense
30082,P@10,0.1,Dense
30082,nDCG@10,0.03479912731108612,Dense
30082,nDCG@20,0.2565598905823665,Dense
30113,AP,0.6143790849673202,Dense
30113,RR,1.0,Dense
30113,P@1,1.0,Dense
30113,P@5,0.4,Dense
30113,P@10,0.2,Dense
30113,nDCG@10,0.3631143808977028,Dense
30113,nDCG@20,0.537273091556579,Dense
30125,AP,0.0,Dense
30125,RR,0.0,Dense
30125,P@1,0.0,Dense
30125,P@5,0.0,Dense
30125,P@10,0.0,Dense
30125,nDCG@10,0.0,Dense
30125,nDCG@20,0.0,Dense
30132,AP,0.0,Dense
30132,RR,0.0,Dense
30132,P@1,0.0,Dense
30132,P@5,0.0,Dense
30132,P@10,0.0,Dense
30132,nDCG@10,0.0,Dense
30132,nDCG@20,0.0,Dense
30141,AP,0.13166666666666665,Dense
30141,RR,0.125,Dense
30141,P@1,0.0,Dense
30141,P@5,0.0,Dense
30141,P@10,0.1,Dense
30141,nDCG@10,0.14603173364399594,Dense
30141,nDCG@20,0.262448651299655,Dense
30151,AP,0.0,Dense
